id,x,y,deg
014_1,s1.095037710060067,s1.622205749164050,s256.085201468685284
014_2,s0.626193749521504,s1.521899743792495,s128.121061181639362
014_3,s1.000534212091847,s0.266178377211565,s61.126021786665696
014_4,s1.970147757201009,s0.145558848363041,s17.170846645030302
014_5,s1.547009744090534,s1.167864704674112,s157.352644297628927
014_6,s0.317482174362809,s0.145619496627445,s23.629377317807130
014_7,s0.317482181883479,s2.026754434004895,s156.370621662828142
014_8,s1.508001229498050,s1.918451131053455,s293.242015990925381
014_9,s1.979329248323898,s1.073667347025657,s201.690360583953918
014_10,s0.934114520261720,s1.250950897142108,s202.301794305758449
014_11,s0.404099895478900,s0.940214150628419,s241.126651255923036
014_12,s1.343243936666129,s0.162852263085401,s331.127376299455136
014_13,s1.983891839103505,s1.499461484451335,s336.370805710690206
015_0,s-1.297937825061538,s1.983895917723608,s113.981116430707345
015_1,s-0.397124893285334,s2.075677543482464,s66.370621798112680
015_2,s-1.618980106848322,s1.014764702245388,s228.686158961679638
015_3,s-2.091928777478565,s2.066867783544172,s293.969113326010586
015_4,s-0.668992056544107,s0.694424607311240,s148.629467211240950
015_5,s-1.989149827195804,s0.818146151033777,s23.629279547478706
015_6,s-0.245508193237338,s1.552562100806516,s336.369777598820519
015_7,s-0.340688618353323,s0.728853663088417,s328.680631051415787
015_8,s-2.096512189217472,s0.334569104696820,s293.629347379491037
015_9,s-0.150745301992066,s0.341688791246249,s112.269675563683137
015_10,s-0.830095886676968,s1.081133760523325,s287.558258439511690
015_11,s-0.804353739500025,s1.603870824475132,s20.738967519786211
015_12,s-1.225734945987730,s0.332024837344831,s113.629347594241011
015_13,s-1.657021982419996,s1.318708039445200,s54.684279838156854
015_14,s-1.224494723655596,s1.464922992175727,s189.185208556182317
016_0,s2.235034257437739,s1.569544417185828,s66.119961726224062
016_1,s0.212623261605332,s0.391961361658739,s247.507574674453764
016_2,s1.340112089672262,s0.451803648448973,s246.090820425863427
016_3,s0.212385803053372,s1.016755370036611,s246.119925595936081
016_4,s1.101789671817958,s1.559725764504081,s66.119945280693415
016_5,s0.212380673973277,s2.195083864265738,s246.090313764680218
016_6,s1.354572836538391,s2.194336919844877,s247.508126311614603
016_7,s1.345630489180618,s1.026573277853974,s246.119886298188391
016_8,s2.235033411684589,s0.980815261147889,s66.119879461399421
016_9,s1.107304278812492,s2.134491912031816,s66.090352650943117
016_10,s1.345392197478045,s1.615920388358192,s246.119961745261548
016_11,s2.235039106955347,s0.391212132641325,s66.090855142212177
016_12,s2.234796788595686,s2.194336974757087,s67.508063117655368
016_13,s1.092846190456254,s0.391959755346171,s67.507740185352660
016_14,s1.102027856134130,s0.970378871155214,s66.119916596002511
016_15,s0.212386582122367,s1.605483362138893,s246.119945276560259
017_0,s2.190158476522189,s1.701099852468184,s336.370610302149203
017_1,s1.211645387082153,s2.228236942776667,s174.986945002280748
017_2,s2.303501079593915,s0.231985244269503,s55.507696614383377
017_3,s1.147708830668319,s0.246556779944871,s113.629355383965944
017_4,s0.760257916838330,s1.310834504974004,s343.987472796385987
017_5,s1.457324748430225,s0.378938083822718,s235.507696524622020
017_6,s0.735615586348715,s2.113370361035175,s66.370606964633637
017_7,s1.420696350186806,s1.342251485464903,s354.986928756640339
017_8,s0.370845178345740,s1.612860356318190,s24.340415902044324
017_9,s1.167378867399427,s1.163483048499865,s174.818003115551562
017_10,s1.715158362010760,s2.108883466791161,s291.724011740003334
017_11,s2.187824329096709,s0.770404740032272,s336.221785586004955
017_12,s0.788162560523204,s0.559133203749222,s69.598711872746861
017_13,s1.783334776866342,s1.012565658581913,s129.592504840660638
017_14,s2.016422989400215,s1.273510268869714,s30.838751341768702
017_15,s0.323344769817577,s0.139194537397465,s23.629377583083727
017_16,s0.216289176565135,s1.171717818915678,s249.305627984052762
018_0,s0.685040998336432,s0.657999993856049,s218.118994072112827
018_1,s1.152442299392594,s0.711090251823613,s304.928312897015246
018_2,s0.180189330788181,s0.349270720993020,s246.370622472184039
018_3,s0.397375821297933,s0.719145572895360,s32.554333778822837
018_4,s0.294126228020016,s1.811713617483490,s20.784263877217079
018_5,s1.065213917169568,s1.333349334817486,s258.766148359952410
018_6,s1.673712116637173,s2.042769948531507,s118.614930210554348
018_7,s1.801445647681381,s2.280460958864283,s291.978525186264221
018_8,s1.320081992381388,s0.349271102082681,s246.370777041936464
018_9,s0.894817486048243,s1.787772824120204,s120.867595156412094
018_10,s2.222650185903161,s0.241908665739217,s336.370647788214171
018_11,s1.713626777936791,s0.578155397680045,s293.293566318633907
018_12,s1.010641577169738,s2.152645908433782,s304.435162561060963
018_13,s2.214561046657640,s1.791090216340750,s338.014093204687470
018_14,s0.824359976022931,s1.171758303693230,s77.794293391837684
018_15,s2.331313280554590,s1.251414707685231,s117.590972053654212
018_16,s0.699822318862309,s2.284369458742122,s66.370622271731008
018_17,s1.932706228970675,s1.498903078915083,s78.766055244417799
019_0,s2.404906812833069,s1.296742608279960,s336.370622235431654
019_1,s0.807635532724820,s1.399225226471779,s327.677758242993093
019_2,s1.253377507353951,s2.560674425726711,s154.768054902007719
019_3,s0.399777872424055,s0.364370580612650,s23.628169041767713
019_4,s2.512130609806797,s2.474952128293286,s67.165796861721375
019_5,s2.001214193347419,s1.423860633007286,s35.874288554014001
019_6,s0.766912842522826,s0.564208154117188,s238.907689680187389
019_7,s1.404353176488002,s1.447560330038830,s359.993034939478207
019_8,s0.292037958371989,s2.458072962941920,s295.107174740174457
019_9,s2.391495999021938,s0.877983966542267,s204.682044918084131
019_10,s1.635940537876883,s2.447178264257375,s208.427204578571121
019_11,s0.708468660891802,s0.869444572724769,s51.877208421897116
019_12,s1.632729479225698,s0.450789947001914,s58.907533550902173
019_13,s1.064672965235983,s1.147861887582848,s238.907535334539972
019_14,s0.604541072362820,s1.940182287790861,s336.797764680351577
019_15,s1.897873764402145,s0.490075469018307,s244.929347985511129
019_16,s0.399766674819769,s1.537319889589637,s23.629312511723292
019_17,s2.066880577315557,s0.945655808009046,s67.947274393922726
019_18,s2.309859541730567,s1.860817371513358,s28.427204571453000
020_0,s1.581996894438729,s1.040901173479555,s215.492200477742131
020_1,s2.291714721074057,s2.387045739642087,s69.396518602231495
020_2,s1.634843922635121,s0.319312389006861,s82.971389402869647
020_3,s0.082126113741571,s0.184111281116578,s23.629384481763498
020_4,s2.184659913447377,s1.563728769055023,s336.370623332805962
020_5,s0.018907683727328,s2.387771953001153,s293.622080474373718
020_6,s0.956618762329223,s2.380081700974839,s107.071003776189642
020_7,s2.293793410541002,s0.353226581916314,s118.555620256219356
020_8,s1.417175966373868,s2.481794993737322,s152.373067212137215
020_9,s0.606679649623449,s0.291472330543102,s246.370623181603605
020_10,s0.727200019627281,s1.055175231284343,s27.040547577355678
020_11,s0.665119708446270,s1.930121923560830,s207.040547233665848
020_12,s0.107246894507761,s1.098189571979417,s19.900196527507553
020_13,s0.090572548877132,s2.003974109138021,s199.899635676501077
020_14,s1.316434567721871,s1.139836833495721,s27.040658026507451
020_15,s1.918845332172479,s2.125787249090367,s114.396075332348886
020_16,s2.137609760678390,s1.164992447070233,s207.363333095819826
020_17,s0.867050421699463,s0.754268200212906,s263.498755593914098
020_18,s1.808251610480674,s1.529521599440226,s72.280580803731880
020_19,s0.517376248045173,s0.655107647279661,s70.888218986371015
021_0,s1.392900026846762,s1.889723683640438,s185.560243570585698
021_1,s1.707687751929497,s2.494854405333805,s123.507116733267935
021_2,s0.323713427204004,s2.507634151830494,s204.268200757066978
021_3,s1.137171224537677,s0.857271522337588,s357.624648384294062
021_4,s1.597546906272942,s1.088116386812132,s177.580712620471786
021_5,s2.522960483485543,s0.672369378946498,s42.938814068286312
021_6,s0.716840797501691,s0.743396978390911,s199.629128924000071
021_7,s2.603021772537218,s0.295673431655013,s113.629376513410932
021_8,s2.495655638939501,s1.209829502272342,s336.370313721628747
021_9,s0.978363089421676,s2.095023165964730,s146.127024080903681
021_10,s0.327619015942268,s1.631871975710346,s23.810900735188543
021_11,s0.781548287735940,s2.466034563497334,s293.629455109101286
021_12,s0.325297948176027,s1.073064652639841,s156.370631709103321
021_13,s1.968764709604407,s0.392433612760990,s357.580716999353513
021_14,s0.608653450072061,s1.182244640474276,s315.679630937020022
021_15,s1.164021697817559,s0.325139601435444,s246.166448189384482
021_16,s2.470634541102826,s2.065230096652702,s334.399088689081680
021_17,s1.982572618755482,s2.459203039589002,s294.164000030955776
021_18,s1.833353461720600,s2.069883374270395,s238.261131405572058
021_19,s1.779339395778691,s1.432288573352967,s284.544456188647928
021_20,s0.266887497350048,s0.295678246470400,s246.370304939764907
022_0,s1.601258501835239,s2.053133625493253,s248.619567998276267
022_1,s0.114541863819413,s0.122018004288396,s246.370622263896564
022_2,s0.757410557201967,s2.150730636878828,s246.379136316951559
022_3,s1.488498263440462,s2.325016445700183,s66.876736333354302
022_4,s1.050612482219277,s0.208643233488345,s19.095347955252613
022_5,s1.095774907808943,s1.211096101224148,s188.375478868137606
022_6,s2.464933301533653,s0.732357785158173,s337.595493171725991
022_7,s0.221951899206048,s0.974217087329490,s156.390171781014686
022_8,s1.953076835910163,s2.367152468239927,s293.155906541033517
022_9,s1.473020325444973,s0.516304974114979,s308.665391816569127
022_10,s1.359762516700488,s1.398250102929315,s301.198639376547590
022_11,s1.672120368411008,s0.122047072727302,s113.626951445532100
022_12,s0.264593103082663,s1.842446236471003,s20.516658816188563
022_13,s2.460635044062585,s1.633336235038202,s159.683752344285978
022_14,s1.996213218461033,s1.295891052724331,s121.198664820987347
022_15,s0.479475661060191,s0.398086490302704,s338.395546361728748
022_16,s2.436819230241356,s1.970598309142217,s333.892728232749732
022_17,s0.634269577285210,s2.368299757466859,s66.379134823645899
022_18,s0.205868077115557,s1.270822246304285,s318.993521691353635
022_19,s2.214562396201294,s0.618782602705299,s157.642581489549656
022_20,s1.003153082212883,s1.654723257486499,s141.095776229430044
022_21,s2.575562333411821,s0.122032380312093,s113.629257613783679
023_0,s1.081252828778481,s0.342931995416145,s114.557397362279801
023_1,s2.577841706168353,s2.128191236498575,s339.158034925169261
023_2,s1.863356246995665,s2.470469831647931,s55.576300348020986
023_3,s0.207035006830615,s0.903339030994862,s283.460429708466620
023_4,s0.452977174682350,s1.818480558140984,s145.083891966987750
023_5,s0.316246439522935,s2.119845902443242,s23.421629085204355
023_6,s2.586687548961286,s0.223737938192756,s336.370617625662135
023_7,s2.586687507842833,s1.273037488865437,s336.370636338077418
023_8,s0.726947122664013,s2.599673611948451,s66.183786647384721
023_9,s1.464875657838535,s1.245460409522451,s42.271408841223142
023_10,s2.096255780806096,s0.228727091533391,s38.584010728987693
023_11,s1.005334428477451,s2.633912229033965,s235.603998131672085
023_12,s0.682959044258166,s2.122917916480512,s271.973263097872632
023_13,s1.863754775249064,s1.609791723873232,s276.569047052912310
023_14,s1.765464260736526,s1.178753641645997,s210.735492061998457
023_15,s2.174416813364331,s2.602061898318439,s293.629377760560885
023_16,s2.461955498787697,s0.762621671595823,s30.735524792747711
023_17,s1.940176296523695,s2.221323839816511,s232.070865409149235
023_18,s1.497911462296878,s0.213904169476553,s2.829855255428437
023_19,s0.208150032399287,s0.328784326119947,s294.558034694212211
023_20,s0.912269169526925,s1.424616345732416,s103.460429640884442
023_21,s1.625840676732979,s1.835838836909199,s85.798967911587184
023_22,s1.196710545085149,s0.899078572561041,s104.262140542693842
024_0,s0.792812676784140,s2.625798194825157,s69.217529363295483
024_1,s2.231812679657046,s2.624615891309624,s294.236977673788431
024_2,s1.953360664841503,s2.656876707489616,s124.768946483155702
024_3,s0.286257305086719,s1.937479244840139,s214.988001036201297
024_4,s0.320167167986453,s2.220098750202681,s23.629376065605573
024_5,s1.102123948967271,s2.496806702521120,s304.769044280112325
024_6,s2.255563812663829,s2.129470063329078,s83.048608076312576
024_7,s0.327643723833185,s0.775861316450698,s159.638937820902896
024_8,s2.423048010492703,s0.874114900428522,s156.369045512734260
024_9,s2.640641213500990,s0.997223123102687,s336.370581943008347
024_10,s2.590545753463116,s2.121354846759966,s335.384226769007967
024_11,s1.777680777243039,s1.028961524981644,s152.405791185874989
024_12,s1.516733079229906,s1.465357846917602,s293.356791040395649
024_13,s1.186437292062470,s0.193784306293840,s357.959390183161645
024_14,s1.286024785051977,s1.081245499048008,s31.185479915966987
024_15,s2.029954393196435,s1.139673024670590,s335.870070828079349
024_16,s0.806397153495331,s2.242878972449123,s173.814477849157981
024_17,s2.643099684729343,s1.875925328131903,s155.385860772715205
024_18,s0.458235872089774,s1.081369760035643,s34.987993817421092
024_19,s1.771811553490614,s0.203230839997491,s332.405792942963217
024_20,s0.756371199178767,s0.726521165145074,s350.170096734446361
024_21,s1.178277896664960,s1.968094614305071,s269.760036831669083
024_22,s0.749112593983417,s0.311895347352825,s113.629374279706042
024_23,s2.749296137378383,s0.362329528495371,s117.634526756960497
025_0,s1.588465575450413,s1.456391060844739,s331.309270437193049
025_1,s2.747355415689991,s0.350355477258851,s113.629377687919998
025_2,s0.407958468031829,s1.211313102240982,s18.782272098369045
025_3,s2.276556666806189,s2.000431705309882,s151.308460670223354
025_4,s2.758564105852447,s0.678043440606752,s2.657945209576154
025_5,s1.646015745324426,s2.759231313392428,s66.370622270774959
025_6,s2.895472724810289,s2.759231312058733,s66.370622513686470
025_7,s2.496559319455036,s1.441794939953118,s111.669119643562851
025_8,s0.379236162067153,s2.260687126222111,s23.629081617483081
025_9,s1.977806735978317,s2.767194848272780,s221.284930578358541
025_10,s1.257905976549426,s2.520477656185226,s112.096068883007561
025_11,s0.837157283522111,s0.385482214235740,s243.595039439046985
025_12,s1.680129414530732,s1.163752862470018,s166.612458421068681
025_13,s2.788063400213807,s1.799007836943916,s203.633062993279083
025_14,s0.773417692241520,s1.696979826784240,s61.288478551604705
025_15,s0.784234257531281,s2.743099527646629,s65.103301601751056
025_16,s1.564728894686018,s2.326010227018992,s262.830714400315856
025_17,s2.818036997618401,s2.082736101222011,s36.129591097382878
025_18,s2.273723360851191,s0.965442747545616,s169.976616127838867
025_19,s1.781380093466450,s0.240108646438295,s349.361701538047953
025_20,s1.134458461198016,s0.919470284996684,s202.170728255672543
025_21,s1.395843037949194,s1.927441875140374,s69.316008568656585
025_22,s0.388192824543168,s0.243274600088488,s19.652150806870296
025_23,s0.777421122159387,s0.720000137997488,s63.968361503034551
025_24,s1.199754519388903,s1.428466122434840,s121.822229860664351
026_0,s2.012958417354303,s0.297704287769686,s75.416929352986799
026_1,s2.104976528706512,s0.847342016963303,s312.387960446032537
026_2,s1.147193067613075,s1.900405803303160,s35.986038215780439
026_3,s1.350140946222216,s2.461706106273208,s66.370577756800415
026_4,s0.566355376116067,s-0.020828823952564,s246.370622958528230
026_5,s1.575733895673119,s1.711690111293873,s321.171207874032632
026_6,s0.450964205844957,s1.406709335381338,s290.880679009768130
026_7,s1.256088858842497,s0.796308688828621,s255.416918743731202
026_8,s1.883633833372414,s2.562895088551939,s141.171093738548450
026_9,s0.449181981290078,s0.217977040449424,s67.082584108460694
026_10,s0.780795316140692,s0.538670727028370,s216.026159829641472
026_11,s1.568368626983405,s-0.118840541129793,s38.167346243974706
026_12,s0.390991894537599,s2.522259933737133,s212.504905045396498
026_13,s2.416841357034137,s2.568860297564481,s161.185491634034662
026_14,s2.068541412456917,s1.304222581966459,s3.946840323902369
026_15,s-0.055047229298076,s-0.128190949552473,s23.629636487155068
026_16,s-0.049833645473962,s0.741403484397348,s24.037844520539657
026_17,s-0.044439071452929,s2.568858484471332,s161.169189671616721
026_18,s2.427484011022749,s1.650969727129601,s336.371006909260643
026_19,s1.482985310174636,s1.358914449320545,s213.226076442483020
026_20,s2.427484781780932,s0.356942552448340,s336.370634549969509
026_21,s-0.042957987373802,s1.602229914100532,s204.037844857856300
026_22,s0.958293215532924,s1.079404489310850,s332.232400531840938
026_23,s2.376870196866162,s-0.020802566379092,s113.631418228548469
026_24,s0.645236378854334,s1.000213758422445,s131.186418152371431
026_25,s0.099690695048892,s1.974835002437276,s257.768300523567802
027_0,s1.020685399136958,s1.269647195997348,s64.721453882527172
027_1,s1.079976610261955,s0.908019519431072,s196.859174153675866
027_2,s1.841452257319875,s2.502697973656071,s238.767352717852532
027_3,s2.120115924676321,s1.628710316744175,s141.078422292921914
027_4,s0.078503172671058,s1.937934796126523,s26.143803290187289
027_5,s0.050230277893044,s0.754562358324429,s22.096928711249955
027_6,s0.440476470091279,s2.442201672383822,s63.274688822121647
027_7,s1.656453869851919,s0.338115346996643,s16.859133198424026
027_8,s2.077792930733224,s0.319768663554077,s290.035513835840788
027_9,s0.085720315699277,s-0.109528426179205,s20.644266347131019
027_10,s0.412578651776928,s1.950976289514394,s277.329072816216183
027_11,s1.350931172404883,s1.172456787333059,s321.078422501072225
027_12,s2.534727403227472,s2.588679829352299,s203.629410908919624
027_13,s0.045806615668284,s1.646860733067527,s203.948629348872856
027_14,s1.297601966094770,s-0.006816921625155,s113.629375963625890
027_15,s0.266485032835403,s0.620338561233287,s200.641289298527624
027_16,s1.516426437889012,s1.998276438702144,s271.298909397456612
027_17,s0.662633596614085,s0.774285423830372,s21.364026774309259
027_18,s0.686570295637884,s2.486236881297521,s243.275475385680551
027_19,s1.909533725203796,s0.713942697965257,s329.189294264098805
027_20,s1.555845107788157,s2.442248393594480,s63.278426585346871
027_21,s2.534726350367715,s-0.114179137707511,s336.370509948705546
027_22,s2.534727816682446,s0.820959791273106,s336.370621755486070
027_23,s2.506940520534068,s1.888739554668884,s174.592215517136168
027_24,s0.836752826688491,s0.434490647527568,s160.640761639609053
027_25,s1.715084157371359,s0.008767049628319,s245.146571887080768
027_26,s1.314355965282808,s1.788348463757371,s97.329038845633491
028_0,s1.718380390554435,s1.897016665438052,s173.420342769502383
028_1,s0.697089189434660,s0.101207962524897,s113.626463937255309
028_2,s0.942294311871433,s1.192559967977832,s43.856753896022710
028_3,s0.477836265283312,s0.822493961723193,s256.338494650309769
028_4,s1.920679036282162,s0.238449032532555,s235.118107177825664
028_5,s2.709637540664780,s-0.006162761897827,s336.371055003234744
028_6,s2.492667088180338,s0.390526280561200,s22.141785660369706
028_7,s0.149237046399144,s0.876121596038370,s23.629377811277436
028_8,s2.249605217379477,s2.653735035273086,s290.177057301054106
028_9,s1.845373928709951,s0.943597031186093,s349.070427903698032
028_10,s1.203030048906105,s1.597409618067424,s26.505253047282608
028_11,s1.215841979922967,s0.319813765081355,s76.339320155890888
028_12,s1.619687553671902,s0.101199359553938,s113.629379404621076
028_13,s0.861291471391868,s2.758681929695895,s204.443633788038397
028_14,s2.383233383843582,s1.222215792036613,s23.471251362008331
028_15,s1.833133234382967,s2.644237224662364,s65.005995811621290
028_16,s1.968198214338099,s2.323376279186071,s217.558966421329785
028_17,s1.477964490021774,s0.507534186478537,s288.219595792413259
028_18,s0.133908747089470,s1.780148498952194,s209.265686911766636
028_19,s0.556269857252198,s2.227314223134000,s206.505342976471297
028_20,s2.752835843790949,s1.665264393985352,s37.558775736259655
028_21,s1.501114543696914,s2.134407258120446,s23.042318041694923
028_22,s2.704711987193014,s0.873954504884580,s338.471221899321677
028_23,s2.709638598387961,s2.225259258242053,s336.370622562211508
028_24,s0.173315821878552,s2.043022235012623,s25.525788368357773
028_25,s0.502204595360570,s2.550700539380808,s57.354865426101476
028_26,s0.208309888816232,s0.484680784963242,s151.662793334750120
028_27,s1.298111166591135,s0.866993670111439,s345.091421891330299
029_0,s0.331871557837946,s-0.196568528884056,s113.629364506364055
029_1,s0.893889623212371,s0.978309184590483,s160.586093980852723
029_2,s-0.097219990456872,s1.429973672613946,s156.372284179608698
029_3,s2.109547654883348,s1.568488781856656,s292.730569062002814
029_4,s1.898273038254928,s1.855289691376620,s25.345333436045813
029_5,s0.744932493261468,s2.536917184871100,s168.127678443734993
029_6,s1.594205143618062,s0.212464052567105,s204.201486519170686
029_7,s-0.094052951596856,s1.950942191839620,s22.298918491796019
029_8,s2.526758281293976,s0.671105728070467,s203.629377717276668
029_9,s2.211540915580301,s0.757408235620052,s60.101376293935139
029_10,s1.989346975691942,s2.416943632350193,s288.959731131033379
029_11,s2.521365471830762,s1.096726458642279,s338.680155029261016
029_12,s2.470981427670997,s2.042165274876382,s331.930732524222947
029_13,s1.150397049940748,s1.359047096763027,s198.311594202366564
029_14,s0.315049118906422,s2.427413704356356,s66.370628054611089
029_15,s1.669183809205864,s0.474374298627399,s16.612020753489013
029_16,s0.703159158673454,s1.474605814019086,s340.983747468409433
029_17,s0.364608954036183,s0.181911889126548,s345.905192380649510
029_18,s0.492268260816104,s1.334317543824466,s159.929703972083701
029_19,s-0.096432944337437,s0.553638513593628,s336.695849054322707
029_20,s1.592359603892008,s1.522498665052002,s231.109355332821565
029_21,s0.986119736225344,s-0.185702137200380,s248.521362091206811
029_22,s0.120422346378662,s1.553064654954112,s336.371182537538687
029_23,s1.286071525743944,s1.641336267854766,s23.078675468844963
029_24,s-0.043735365753615,s0.296817185749034,s156.695847382529962
029_25,s1.235521777764707,s0.485646253389185,s131.433760879220245
029_26,s1.276335727370979,s2.531585180020691,s205.345399823686790
029_27,s2.635146189028373,s-0.154289632389984,s116.978940688284624
029_28,s2.211140542073372,s0.311292380890842,s160.058891152445426
030_0,s0.413724096949411,s1.946904625564011,s335.506835202049558
030_1,s2.828931187124311,s2.406333779434741,s335.358128283973542
030_2,s1.580248347476138,s2.059560889678493,s20.337782634792990
030_3,s0.633438633890159,s0.169838565023736,s113.403933561579294
030_4,s0.787877996447871,s1.740766982527841,s157.117542951772748
030_5,s0.194256412917610,s0.944952401543416,s336.983725623351177
030_6,s2.357806945591856,s2.810143577236336,s290.052695742033791
030_7,s0.989824905589059,s0.110647722759889,s311.509944423763841
030_8,s0.237968784691056,s0.670381141386545,s152.787348156746219
030_9,s1.431159911389140,s1.789816551233849,s199.470615060223196
030_10,s1.971018809503280,s0.919019008105825,s18.888017451470084
030_11,s2.838553111486260,s1.476793872272770,s337.749589246617575
030_12,s2.416806288168099,s1.947703864910423,s291.234385360273563
030_13,s0.605071760000218,s2.818271030506825,s66.370717212499443
