id,x,y,deg
013_12,s1.861560338217704,s0.833649321370336,s334.345863961711359
014_0,s0.684758732843965,s1.826998506081386,s301.085119439454445
014_1,s1.095037775803984,s1.622205881842851,s256.085215172162066
014_2,s0.626193820120415,s1.521899705887275,s128.121052519839992
014_3,s1.000534214289944,s0.266178391524954,s61.126019977653996
014_4,s1.970147706924935,s0.145559032726969,s17.170840281129646
014_5,s1.547009654153420,s1.167864595709015,s157.352596002199903
014_6,s0.317482189189973,s0.145619502755101,s23.629377729821091
014_7,s0.317482189404533,s2.026754385424025,s156.370622342354181
014_8,s1.508001421854400,s1.918451099258819,s293.242024027509103
014_9,s1.979329193326711,s1.073667386429040,s201.690352246123126
014_10,s0.934114568211289,s1.250950866640163,s202.301807757200180
014_11,s0.404099918209724,s0.940214154561721,s241.126640586827534
014_12,s1.343243938770474,s0.162852272325633,s331.127375606346220
014_13,s1.983891892049465,s1.499461264291378,s336.370804452772575
015_0,s-1.297937822578873,s1.983895914152084,s113.981116528833198
015_1,s-0.397124891047733,s2.075677533591968,s66.370622240347444
015_2,s-1.618980120459728,s1.014764639151391,s228.686156599586752
015_3,s-2.094248824147234,s2.070212655727579,s293.966455912562026
015_4,s-0.668992068498253,s0.694424625070970,s148.629465773661252
015_5,s-1.989149827591641,s0.818146180763322,s23.629289499736142
015_6,s-0.245508184378014,s1.552562098639757,s336.369777957225949
015_7,s-0.340688791458036,s0.728853705586166,s328.680620213378404
015_8,s-2.096512194195672,s0.334569120577697,s293.629349357908836
015_9,s-0.147686967615081,s0.358193353966997,s112.269647191786490
015_10,s-0.830096211559228,s1.081133667177482,s287.558327821652597
015_11,s-0.804353727777683,s1.603870811117674,s20.738968069608323
015_12,s-1.225734984099852,s0.332024862811866,s113.629349384788441
015_13,s-1.657021970978984,s1.318708043392825,s54.684281195424965
015_14,s-1.224494457670602,s1.464923065493399,s189.185189141771161
016_0,s2.235034160441391,s1.569544490175508,s66.119952717047966
016_1,s0.212623389590745,s0.391960961461424,s247.507578086649033
016_2,s1.340112527486789,s0.451804659930888,s246.090789787320659
016_3,s0.212385920513221,s1.016755217686598,s246.119932324799350
016_4,s1.101789696413270,s1.559725780125363,s66.119946677860767
016_5,s0.212379802136772,s2.195082382308231,s246.090380550092021
016_6,s1.354572414726036,s2.194336723395998,s247.508174083828294
016_7,s1.345630523512401,s1.026573303568314,s246.119910271538004
016_8,s2.235033524820821,s0.980815530299340,s66.119889656935968
016_9,s1.107304074897937,s2.134492272311988,s66.090483736443048
016_10,s1.345392192885968,s1.615920382098697,s246.119952718543971
016_11,s2.235040450536122,s0.391213256713452,s66.090873222626371
016_12,s2.234796713668198,s2.194336892272832,s67.508070962414806
016_13,s1.092846136449457,s0.391959989402989,s67.507784767005930
016_14,s1.102027948469145,s0.970378816564391,s66.119931679046871
016_15,s0.212386616397888,s1.605483327940919,s246.119946685834520
017_0,s2.190158471644050,s1.701099845212260,s336.370610762957710
017_1,s1.211645334101991,s2.228236916660101,s174.986936107788893
017_2,s2.303501068155158,s0.231985251236519,s55.507696601467053
017_3,s1.147708859178395,s0.246556744655012,s113.629377446037310
017_4,s0.760257876365734,s1.310834520375715,s343.987474695131255
017_5,s1.457324733528588,s0.378938098142222,s235.507696574266930
017_6,s0.735615564482413,s2.113370385828890,s66.370617782923219
017_7,s1.420696370674440,s1.342251561831998,s354.986929018406215
017_8,s0.370845110704611,s1.612860320919846,s24.340427637205831
017_9,s1.167378867396635,s1.163483055577682,s174.818001803686968
017_10,s1.715158489257736,s2.108883464173272,s291.724008338424198
017_11,s2.187867520684951,s0.770077918606282,s336.221798221814993
017_12,s0.788162569966331,s0.559133215732506,s69.598713254067675
017_13,s1.783334764080112,s1.012565658653233,s129.592503541269679
017_14,s2.016422983111071,s1.273510263560436,s30.838750679977363
017_15,s0.323344781315275,s0.139194556340578,s23.629377723319397
017_16,s0.216289185179312,s1.171717834961005,s249.305627793407751
018_0,s0.685040997285721,s0.658000000563558,s218.118994073016125
018_1,s1.152442304982992,s0.711090248965982,s304.928312805222731
018_2,s0.180189329931667,s0.349270727457562,s246.370622359450067
018_3,s0.397376340418922,s0.719145823439128,s32.554272721626717
018_4,s0.294126222114733,s1.811713943490283,s20.784322907976279
018_5,s1.065213914755691,s1.333349333087298,s258.766148004745844
018_6,s1.673712116090528,s2.042769948461057,s118.614930450435651
018_7,s1.801445612131655,s2.280460958882292,s291.978526474075863
018_8,s1.320081992417805,s0.349271100878584,s246.370774831799963
018_9,s0.894817487067179,s1.787772825547161,s120.867593004474230
018_10,s2.222650185783311,s0.241908662566581,s336.370641846765125
018_11,s1.713626796554138,s0.578155366899975,s293.293567329573762
018_12,s1.010641577257713,s2.152645906014375,s304.435162532839570
018_13,s2.208682829512422,s1.789838103887450,s338.014258413093899
018_14,s0.824359932893373,s1.171758318857553,s77.794292494560850
018_15,s2.331313270107118,s1.251414685225421,s117.590972145693797
018_16,s0.699822318240849,s2.284369455663554,s66.370622266801917
018_17,s1.932706226341753,s1.498903078480408,s78.766054215792238
019_0,s2.404906810307991,s1.296742608177077,s336.370622270885406
019_1,s0.807635528809347,s1.399225225866810,s327.677755120386394
019_2,s1.253377506575706,s2.560674423344981,s154.768055115902570
019_3,s0.399777905838379,s0.364370706833229,s23.628160889096200
019_4,s2.512130608321133,s2.474952130848214,s67.165797125032356
019_5,s2.001214220107894,s1.423860610591942,s35.874271998941808
019_6,s0.766912517440865,s0.564208083232946,s238.907678644875972
019_7,s1.404353301496920,s1.447559922636696,s359.993060681839495
019_8,s0.292037966319690,s2.458072913768378,s295.107178204292495
019_9,s2.391495993820327,s0.877983969135402,s204.682045258662129
019_10,s1.635940537322231,s2.447178262864808,s208.427204532170151
019_11,s0.708468524013599,s0.869444462870379,s51.877153103060756
019_12,s1.632729479442387,s0.450789951351337,s58.907532931652071
019_13,s1.064672964712893,s1.147861893981172,s238.907533747052014
019_14,s0.604541034324191,s1.940182292681341,s336.797760830544519
019_15,s1.897873756316008,s0.490075478898053,s244.929348581922596
019_16,s0.399766672863323,s1.537319855168458,s23.629317378355932
019_17,s2.066880584518356,s0.945655970113897,s67.947277627359881
019_18,s2.309859541936140,s1.860817373810959,s28.427204532164552
020_0,s1.581996890357559,s1.040901169258131,s215.492200970860807
020_1,s2.291714722991081,s2.387045759749313,s69.396545712755056
020_2,s1.634843908288612,s0.319312398310554,s82.971389762170830
020_3,s0.082126138098273,s0.184111266297151,s23.629381192183047
020_4,s2.184659907248354,s1.563728769431411,s336.370622270313334
020_5,s0.016841053032469,s2.393434435118637,s293.582864947757400
020_6,s0.956618766891967,s2.380081695695187,s107.071004987467020
020_7,s2.293793401315453,s0.353226590302733,s118.555620046115180
020_8,s1.417175979323403,s2.481794988846544,s152.373066203260095
020_9,s0.606679638086497,s0.291472338751896,s246.370622412884700
020_10,s0.727200023525400,s1.055175232176854,s27.040547623292284
020_11,s0.665119712647735,s1.930121920591668,s207.040547617251661
020_12,s0.107246907933519,s1.098189556048296,s19.900191622720762
020_13,s0.090572564682380,s2.003974107891146,s199.899632721211162
020_14,s1.316434572880288,s1.139836831868196,s27.040658027574903
020_15,s1.918845305168791,s2.125787288541975,s114.396082171859703
020_16,s2.137609749924594,s1.164992450602050,s207.363333410635107
020_17,s0.867050407466051,s0.754268202891495,s263.498755090124291
020_18,s1.808251608979587,s1.529521607882544,s72.280581069344180
020_19,s0.517376238618380,s0.655107621649309,s70.888217155707210
021_0,s1.392899775557853,s1.889723722646240,s185.560252972846996
021_1,s1.707687746447540,s2.494854389089031,s123.507117203019760
021_2,s0.323713382310211,s2.507633928689591,s204.268233901065798
021_3,s1.137171455500418,s0.857271576174110,s357.624431433270161
021_4,s1.597546820842191,s1.088116423079188,s177.580701862954925
021_5,s2.522960417630710,s0.672369390778002,s42.938817512915271
021_6,s0.716841292620136,s0.743398121346290,s199.629193685563877
021_7,s2.603021758300224,s0.295673483275408,s113.629377578978307
021_8,s2.495655623900553,s1.209829488184558,s336.370313711896472
021_9,s0.978363101490380,s2.095023161126242,s146.126998481362705
021_10,s0.327619474286525,s1.631872641874224,s23.810909516920372
021_11,s0.781548302941204,s2.466034559907172,s293.629455589140377
021_12,s0.325298312199896,s1.073064051255247,s156.370648194862270
021_13,s1.968764653852876,s0.392433631335686,s357.580717673139702
021_14,s0.608653334636239,s1.182244743948717,s315.679510088150607
021_15,s1.164022565679588,s0.325138912741219,s246.166287891125819
021_16,s2.470634543080205,s2.065230097274619,s334.399089054324577
021_17,s1.982572610578794,s2.459203028045472,s294.164001679895307
021_18,s1.832450138741303,s2.053815178605732,s238.366971786800605
021_19,s1.770630430848088,s1.422772109858386,s284.559127742176770
021_20,s0.266892418120673,s0.295682887711784,s246.370288320981246
022_0,s1.601258531224906,s2.053133504038634,s248.619565471453853
022_1,s0.114542362452328,s0.122018193654031,s246.370622306137875
022_2,s0.757410119517442,s2.150729727851830,s246.379003368232361
022_3,s1.490872948835732,s2.327395613711006,s66.876743914727157
022_4,s1.050624401244171,s0.208621152107383,s19.095972789003191
022_5,s1.095774801385917,s1.211096102810120,s188.375449865578474
022_6,s2.464895537441183,s0.732377823334892,s337.593692664637899
022_7,s0.221952452687134,s0.974218132546815,s156.390177361519733
022_8,s1.953106411605160,s2.367115618391900,s293.155761335772070
022_9,s1.473020075733007,s0.516304758921315,s308.665304939296561
022_10,s1.359762492615024,s1.398250032320865,s301.198633490098814
022_11,s1.672109295732016,s0.122055436254006,s113.626424714866346
022_12,s0.231810857149114,s1.818425078568875,s20.516962603511548
022_13,s2.460634858335269,s1.633335979435454,s159.683725257562628
022_14,s1.996212282308708,s1.295890024306416,s121.198901007167763
022_15,s0.479476046408050,s0.398086690146725,s338.395641297809505
022_16,s2.436820336807018,s1.970597133193820,s333.892833930032793
022_17,s0.634269130354841,s2.368299350482422,s66.378998556651993
022_18,s0.205869786085801,s1.270822190421424,s318.993571828297149
022_19,s2.214564688600012,s0.618782709133512,s157.642880396430456
022_20,s1.003153303605937,s1.654723276491474,s141.095649351893144
022_21,s2.575550037005537,s0.122033061930813,s113.629337235570276
023_0,s1.081252985003871,s0.342932005806924,s114.557379033458574
023_1,s2.577841873244496,s2.128190914857813,s339.157980466024128
023_2,s1.863356236558831,s2.470469742040994,s55.576307297142534
023_3,s0.207035015422696,s0.903339050516804,s283.460429305512605
023_4,s0.453014598643656,s1.818482120303655,s145.083847683397920
023_5,s0.316252389354481,s2.119842430244570,s23.425233387901411
023_6,s2.586687518225748,s0.223737977124915,s336.370619679686797
023_7,s2.586687529959455,s1.273037587524150,s336.370626610504644
023_8,s0.726947276758467,s2.599673847351493,s66.183808461116612
023_9,s1.464875666487360,s1.245460409014902,s42.271407227867279
023_10,s2.096255810243409,s0.228727189974866,s38.584020276896943
023_11,s1.005334428080382,s2.633912216985271,s235.603998726825438
023_12,s0.682958688721965,s2.122917936036417,s271.973274926003683
023_13,s1.863754739848041,s1.609791715971313,s276.569044115804786
023_14,s1.765464323919484,s1.178753571691227,s210.735522520030884
023_15,s2.174416761466210,s2.602061857542002,s293.629377895192022
023_16,s2.461955435240681,s0.762621722742983,s30.735512350674600
023_17,s1.940176326159210,s2.221323815383522,s232.070858720508340
023_18,s1.497911563677125,s0.213904161758161,s2.829860159571970
023_19,s0.208150051003658,s0.328784341686590,s294.558042655151098
023_20,s0.912269185522253,s1.424616357995955,s103.460429333825743
023_21,s1.625840671400947,s1.835838830886278,s85.798964484574299
023_22,s1.196710673603375,s0.899078631462333,s104.262135719287414
024_0,s0.792812712590559,s2.625798149018427,s69.217526484281038
024_1,s2.231812601845597,s2.624615774826105,s294.236983466482968
024_2,s1.953360594726986,s2.656876562301765,s124.768950044735206
024_3,s0.286257382334613,s1.937479223120278,s214.987994704429440
024_4,s0.320167182216635,s2.220098730402603,s23.629376581050000
024_5,s1.102124014858400,s2.496806686596241,s304.769045218321423
024_6,s2.255564247357433,s2.129470208661443,s83.048552821993994
024_7,s0.327644390561141,s0.775861686361212,s159.638946842290295
024_8,s2.423048007658431,s0.874114974046325,s156.369038941508506
024_9,s2.640641203244845,s0.997223140504885,s336.370577190029337
024_10,s2.590546214396134,s2.121354556526084,s335.384407667952530
024_11,s1.777680741507951,s1.028961585627244,s152.405790408484449
024_12,s1.516733099663903,s1.465357872564695,s293.356764112534393
024_13,s1.186436725694028,s0.193784661751150,s357.959480242310917
024_14,s1.286024817680056,s1.081245577700501,s31.185485442327707
024_15,s2.029954474202117,s1.139673547835676,s335.870039145045723
024_16,s0.806397227710622,s2.242878941172854,s173.814472743616761
024_17,s2.643099823746087,s1.875925660437894,s155.385807254538747
024_18,s0.458235935619402,s1.081369779784430,s34.987994537991383
024_19,s1.771811531265340,s0.203230950255704,s332.405790339689418
024_20,s0.756371280010517,s0.726521231901554,s350.170096415776186
024_21,s1.178278032269414,s1.968094422731155,s269.760064741203678
024_22,s0.749112788185644,s0.311895486062593,s113.629377724362215
024_23,s2.749304612275663,s0.362329085202407,s117.634284099533772
025_0,s1.588465577306510,s1.456391020597406,s331.309268851555316
025_1,s2.747355416763504,s0.350355487399045,s113.629377727546739
025_2,s0.407958472686616,s1.211313172393726,s18.782269703997056
025_3,s2.276556649220559,s2.000431707703035,s151.308460494974014
025_4,s2.758564090592774,s0.678043450049276,s2.657945290057333
025_5,s1.646015753169666,s2.759231295756057,s66.370622186692842
025_6,s2.895472735102695,s2.759231296848884,s66.370622269967143
025_7,s2.496559300890975,s1.441794942660297,s111.669119857759981
025_8,s0.379236174337785,s2.260687192201150,s23.628983702806469
025_9,s1.977806735145183,s2.767194832679974,s221.284931253966960
025_10,s1.257905984498564,s2.520477647374941,s112.096069373002976
025_11,s0.837157353246741,s0.385482207695355,s243.595037922575472
025_12,s1.680129343185520,s1.163752819179522,s166.612449552771324
025_13,s2.788063392355248,s1.799007835840810,s203.633064089623275
025_14,s0.773417677636694,s1.696979953690818,s61.288500864991221
025_15,s0.784234276128063,s2.743099494846632,s65.103299170901010
025_16,s1.564728901460748,s2.326010226953348,s262.830713479553879
025_17,s2.818036986468200,s2.082736097416943,s36.129591378197453
025_18,s2.273723216528034,s0.965442761746873,s169.976385741337424
025_19,s1.781380121972378,s0.240108687765398,s349.361766286977627
025_20,s1.134458496433908,s0.919470293165195,s202.170749877062889
025_21,s1.395843006981696,s1.927441853878753,s69.316010375573853
025_22,s0.388192899211226,s0.243274604923869,s19.652144237477007
025_23,s0.777421113104541,s0.720000144669838,s63.968354348457851
025_24,s1.201089849370206,s1.427489319850645,s121.822228838627495
026_0,s2.012958436368949,s0.297704403768516,s75.416922712639874
026_1,s2.104976210341713,s0.847341831565907,s312.388688880542190
026_2,s1.147193137822723,s1.900406167856873,s35.985912776163602
026_3,s1.350140932061218,s2.461706073826092,s66.370577274006507
026_4,s0.566355451726889,s-0.020828656339737,s246.370622283723833
026_5,s1.575734026866650,s1.711690018457103,s321.171197339170874
026_6,s0.450964359301978,s1.406709507056416,s290.880660639168411
026_7,s1.256088895300885,s0.796308799271688,s255.416917484252764
026_8,s1.883633824077163,s2.562894897525306,s141.171080732569806
026_9,s0.449181999160785,s0.217977058471099,s67.082584900779793
026_10,s0.780795322032688,s0.538670705471422,s216.026242709223453
026_11,s1.568368725116791,s-0.118840411178224,s38.167352358004244
026_12,s0.390991920266964,s2.522259878670890,s212.504898616671397
026_13,s2.416841093878320,s2.568860287659470,s161.185543022942852
026_14,s2.068542336244153,s1.304222064680904,s3.946917976387900
026_15,s-0.055047242203883,s-0.128190895023664,s23.629633040149237
026_16,s-0.049833620951762,s0.741403492585120,s24.037843313191008
026_17,s-0.044439033137706,s2.568858448332596,s161.169190836985194
026_18,s2.427483848992058,s1.650969489568903,s336.371009563742348
026_19,s1.482985187198066,s1.358914497900735,s213.226097343217447
026_20,s2.427484778312298,s0.356942425777404,s336.370630032575036
026_21,s-0.042957920423586,s1.602229885697685,s204.037843325282950
026_22,s0.958292324006691,s1.079404012602973,s332.232338421174177
026_23,s2.376870156922354,s-0.020802295327623,s113.631417321284928
026_24,s0.645235128213516,s1.000215968249483,s131.187703787290474
026_25,s0.099690747638058,s1.974834973948477,s257.768302785615276
027_0,s1.020685417190679,s1.269647226912196,s64.721454473251711
027_1,s1.079976635912508,s0.908019541633027,s196.859175315808841
027_2,s1.841452213851568,s2.502697943100513,s238.767355717955326
027_3,s2.120115897808065,s1.628710293527673,s141.078420243401581
027_4,s0.078503310505782,s1.937934696237567,s26.143830835814200
027_5,s0.050230322563740,s0.754562360523424,s22.096927644144255
027_6,s0.440476501341137,s2.442201670718223,s63.274689557821759
027_7,s1.656453886957158,s0.338115379581932,s16.859139929769956
027_8,s2.077792936093019,s0.319768691288493,s290.035512927668378
027_9,s0.079830398996961,s-0.106973483232238,s20.648350766698446
027_10,s0.412578561335815,s1.950976350883725,s277.329041876646841
027_11,s1.350931148331932,s1.172456744693797,s321.078420789423603
027_12,s2.534727350394098,s2.588679803020624,s203.629411764788330
027_13,s0.045806668752853,s1.646860870750040,s203.948626627442678
027_14,s1.297601965517233,s-0.006816868664232,s113.629377671744436
027_15,s0.266485065855688,s0.620338585665248,s200.641294176573467
027_16,s1.516426397650557,s1.998276407603564,s271.298906134890444
027_17,s0.662633629984066,s0.774285414981922,s21.364025807783989
027_18,s0.686570274236077,s2.486236862774802,s243.275476402305628
027_19,s1.909533709889695,s0.713942707440702,s329.189289824155708
027_20,s1.555845106957870,s2.442248376496186,s63.278425371250165
027_21,s2.534726349514467,s-0.114179077402053,s336.370510092277584
027_22,s2.534727784932455,s0.820959799785217,s336.370622291120640
027_23,s2.506940477639763,s1.888739531866876,s174.592216071196873
027_24,s0.836752857090960,s0.434490692780383,s160.640765845807351
027_25,s1.715084147129091,s0.008767095094719,s245.146566755163121
027_26,s1.314355957879412,s1.788348545781417,s97.329061291077068
028_0,s1.718380355710868,s1.897016628253146,s173.420347267507736
028_1,s0.697091105985121,s0.101211120730027,s113.629050007995886
028_2,s0.942294333228102,s1.192559984786108,s43.856751576436743
028_3,s0.477836288682979,s0.822493970963939,s256.338496251777656
028_4,s1.920679030733021,s0.238449051454695,s235.118106240189064
028_5,s2.709637487267071,s-0.006162739869093,s336.371056668958545
028_6,s2.492667075995390,s0.390526318704380,s22.141788625943953
028_7,s0.149237072714599,s0.876121602465443,s23.629377729429258
028_8,s2.249605198925278,s2.653734975691506,s290.177054546842953
028_9,s1.845373901997733,s0.943597036246045,s349.070428211693297
028_10,s1.203030046627569,s1.597409627847343,s26.505275752832244
028_11,s1.215841976083514,s0.319813785049577,s76.339318656710574
028_12,s1.619687548876100,s0.101199380721060,s113.629379260566878
028_13,s0.861291405154400,s2.758681835633936,s204.443664411922185
028_14,s2.383233321525879,s1.222215829352384,s23.471249893997296
028_15,s1.833133211900643,s2.644237184546894,s65.005996803364098
028_16,s1.968198072601641,s2.323376280639737,s217.558941449766053
028_17,s1.477964355208063,s0.507534085601906,s288.219555393670817
028_18,s0.133908783464350,s1.780148499746705,s209.265686425709532
028_19,s0.556269908731395,s2.227314197524378,s206.505341510161600
028_20,s2.752835772692841,s1.665264502089581,s37.558800212601824
028_21,s1.501114488387503,s2.134407207136534,s23.042329682557817
028_22,s2.704711955643855,s0.873954546423948,s338.471214646584428
028_23,s2.709638550841877,s2.225259161209434,s336.370622264592953
028_24,s0.173315872670718,s2.043022203122031,s25.525789711435610
028_25,s0.502204277694696,s2.550700485233246,s57.354790412441794
028_26,s0.208309520561640,s0.484680977807796,s151.662970997025809
028_27,s1.298111207907344,s0.866993672141462,s345.091425319511075
029_0,s0.331871649543107,s-0.196568578834364,s113.629377652633821
029_1,s0.893889630293196,s0.978309175576850,s160.586090728676254
029_2,s-0.097219904578464,s1.429973760104937,s156.372289273932097
029_3,s2.109547671557884,s1.568488800860309,s292.730568247129668
029_4,s1.898272967521241,s1.855289791410152,s25.345348999515309
029_5,s0.744932564083759,s2.536917203386144,s168.127778946402231
029_6,s1.594205200958028,s0.212464122831744,s204.201473634472563
029_7,s-0.094052778604966,s1.950942275252312,s22.298916524216342
029_8,s2.526758264119750,s0.671105742648447,s203.629377699924305
029_9,s2.211540895162709,s0.757408246599806,s60.101378478567433
029_10,s1.989346700713603,s2.416943666339737,s288.959725256078627
029_11,s2.521365478143939,s1.096726381112007,s338.680129352094639
029_12,s2.470981412952024,s2.042165309859863,s331.930725483721176
029_13,s1.150397002771310,s1.359046949087440,s198.311561019661610
029_14,s0.315049050050241,s2.427413577023353,s66.370659884098757
029_15,s1.669183796328455,s0.474374299141274,s16.612019796123352
029_16,s0.703159238971225,s1.474605836356504,s340.983743135903580
029_17,s0.364609003445186,s0.181911846605843,s345.905165085719773
029_18,s0.492268281910369,s1.334317556023289,s159.929701839825753
029_19,s-0.096432875885311,s0.553638569988519,s336.695853942638109
029_20,s1.592359653986626,s1.522498780951165,s231.109353433395256
029_21,s0.992799586840583,s-0.181898575417896,s248.521347425940860
029_22,s0.120422383539757,s1.553064697228069,s336.371207914778893
029_23,s1.286071231791553,s1.641336336648180,s23.078663698135095
029_24,s-0.043735303734129,s0.296817204635093,s156.695816838234521
029_25,s1.235521764687036,s0.485646263427142,s131.433759411270643
029_26,s1.276335781305658,s2.531584999965318,s205.345353330882716
029_27,s2.635138374856865,s-0.154282192991004,s116.979038771581799
029_28,s2.212114374774050,s0.308074641751142,s160.059484946275887
030_0,s0.413724488071884,s1.946905051839350,s335.506822373720013
030_1,s2.828931244728988,s2.406333364012508,s335.358136673771185
030_2,s2.219717385314263,s2.247874615772687,s20.337782592502506
030_3,s0.630174147126257,s0.170375314060460,s113.400705678826469
030_4,s0.787877997209694,s1.740766976989529,s157.117542849314049
030_5,s0.194256426387714,s0.944952421392490,s336.983726866371626
030_6,s2.357807568937473,s2.810144093180337,s290.052872064342239
030_7,s0.989824923955226,s0.110647734467681,s311.509945204785993
030_8,s0.237968819128999,s0.670381203245849,s152.787337294208044
030_9,s1.431159912756338,s1.789816546480636,s199.470616407429560
030_10,s1.971018816373348,s0.919019013891934,s18.888015056536844
030_11,s2.838553189426295,s1.476793316536000,s337.749514511709037
030_12,s2.416806085342310,s1.947703776328450,s291.234349184049279
030_13,s0.605071991021982,s2.818270845808484,s66.370675099651109
