id,x,y,deg
013_1,s1.523232920623763,s0.751990665606236,s156.932466165924296
013_2,s1.051878071112162,s0.349800549356318,s114.664599007870493
013_3,s0.222322676124754,s0.943023374885501,s288.765595339174638
013_4,s1.995297106041702,s0.342457839120829,s111.116674713040638
013_5,s0.221878304094258,s0.380675469370170,s294.664515506869861
013_6,s0.337845670424103,s1.440577755567794,s19.941943794472571
013_7,s1.178961519764626,s0.965971745705301,s106.149910969700400
013_8,s1.995594324944611,s1.805027267803812,s113.632524002159528
013_9,s1.208861170111905,s1.895324421058106,s293.632519849574635
013_10,s1.330038041648542,s1.176850351747707,s289.197404471634457
013_11,s1.135787438177100,s1.556816072172284,s115.757002374748339
013_12,s1.862519165281211,s0.828340498658828,s334.344149056325875
014_0,s1.550662726476352,s1.172090381044992,s156.904312018058874
014_1,s1.344509059245774,s0.167625330972745,s331.158636473183549
014_2,s0.406465695106899,s0.944701279079478,s241.178702720449706
014_3,s0.936832020666516,s1.255934090535347,s201.903388694593360
014_4,s1.985393194247395,s1.502776313818931,s336.372429178666323
014_5,s0.628043662053464,s1.525766632335936,s128.073437476138309
014_6,s1.001734063357629,s0.270691603080500,s61.178125850757453
014_7,s1.980803253943197,s1.076911526251750,s201.694505905983789
014_8,s1.509784015311902,s1.922174826558680,s293.201743737279230
014_9,s1.096696401344102,s1.626054932110076,s256.054440484384202
014_10,s1.971781479016668,s0.149418066703451,s17.241475676450190
014_11,s0.318919971152733,s0.149399630433861,s23.629373895676995
014_12,s0.686547757801401,s1.831171080574661,s301.055377703991326
014_13,s0.319037221482663,s2.030593097289836,s156.418559080212958
015_0,s-1.237194106489430,s1.457728440081685,s189.186810101696096
015_1,s-2.105697594317288,s2.057375898792550,s293.922916628669043
015_2,s-2.109215471667409,s0.327357679448689,s293.630564232871905
015_3,s-1.669745785898499,s1.311509649004207,s54.681812148046610
015_4,s-0.153085102106634,s0.341429581810732,s113.410090852623767
015_5,s-0.685106029757931,s0.678135573025461,s148.350132902549433
015_6,s-1.245175459159069,s0.317779131591416,s113.629762669934522
015_7,s-2.001849225070369,s0.810943123527127,s23.627569844954881
015_8,s-1.310728464904544,s1.976896898905912,s113.995490373471242
015_9,s-0.401941808022533,s2.061456374800763,s66.370624381891176
015_10,s-1.631676849514773,s1.007554783107664,s228.688140423768402
015_11,s-0.846582178301273,s1.062685198890392,s287.365368170091244
015_12,s-0.258924486347672,s1.532033950872761,s336.311899359639142
015_13,s-0.357244922676772,s0.711014485834326,s328.354627992634960
015_14,s-0.818717837348848,s1.594877674600008,s20.483415248914188
016_0,s1.099619893187365,s1.559326181752054,s66.188828153219362
016_1,s0.210624330937533,s1.602816267146994,s246.189069125675928
016_2,s0.210940118713160,s0.391760176961066,s247.304258203398064
016_3,s2.233530302800748,s1.568752020422336,s66.187756140694489
016_4,s0.210623400769647,s1.015895272538714,s246.187005284235482
016_5,s1.106502718296816,s2.133555916392848,s66.226472043338703
016_6,s2.233530706974614,s0.981748184005928,s66.185952206076038
016_7,s1.343159904942008,s1.615813572381403,s246.187767889173358
016_8,s1.101014787960233,s0.968765624508719,s66.187007028154397
016_9,s1.353402161029447,s2.193986931559734,s247.370527892653769
016_10,s1.344555119033442,s1.025243628126482,s246.185953941968990
016_11,s0.211005923092433,s2.193053933638062,s246.227431551682969
016_12,s2.233325282721720,s0.389689483172167,s66.016764083911866
016_13,s1.338976831966719,s0.450017822200185,s246.004279825684478
016_14,s1.091102085139377,s0.390693241483222,s67.376853593744386
016_15,s2.232929513174088,s2.193616113839231,s67.368854753643276
017_0,s0.216425119791633,s1.171598668105700,s249.328133325355168
017_1,s1.147926180238878,s0.246787750075996,s113.629115388801097
017_2,s2.303659299274721,s0.232170079716146,s55.503965726476558
017_3,s1.421959488945684,s1.343046600135270,s355.084669826086042
017_4,s0.323475030224552,s0.139424916498524,s23.629383616197373
017_5,s1.457469122582355,s0.379208745918663,s235.504199096866387
017_6,s0.735731579907587,s2.113592952542181,s66.368090947164234
017_7,s0.760378209737758,s1.310925241356476,s343.995833585867160
017_8,s0.371137592050809,s1.613123414845127,s24.296041701550855
017_9,s2.016634247188143,s1.273727334992643,s30.851343136189836
017_10,s1.783525045014750,s1.012764070760722,s129.583694061163584
017_11,s1.715335003128887,s2.109107062780629,s291.712898131713189
017_12,s1.167551767182271,s1.163836125430235,s174.817883573018634
017_13,s2.190313071257156,s1.701355006572931,s336.370598075162263
017_14,s1.211286475821562,s2.228589723711574,s175.084993787467852
017_15,s0.788481959369704,s0.559424294019005,s69.540575399906174
017_16,s2.189753055872822,s0.768912838036807,s336.362872571440903
018_0,s1.679680286273963,s2.041560174022866,s118.610571523090769
018_1,s2.228660528077643,s0.240615811514819,s336.369652006897184
018_2,s1.943253800783944,s1.500861680363922,s78.666681204399865
018_3,s0.900553932096035,s1.786511565906513,s120.868102559112970
018_4,s1.156835027010564,s0.711390514953325,s304.665544547172715
018_5,s1.322873111195555,s0.347986682466010,s246.376539081766765
018_6,s0.411684218680645,s0.725747436185559,s33.269813132737127
018_7,s1.717958533028201,s0.573332080313790,s293.427115450584779
018_8,s0.689815149986295,s0.663228661179395,s217.355185995636731
018_9,s1.077927512879437,s1.333065926895355,s258.670466955873451
018_10,s0.705738801878584,s2.283177349699292,s66.370623648160915
018_11,s1.807386540039258,s2.279236958360656,s291.971352095886516
018_12,s2.202459792769289,s1.787647198708928,s335.114639532838623
018_13,s0.186105800787074,s0.347972173802084,s246.370622938294105
018_14,s1.016609853458854,s2.151481937415245,s304.432672096604279
018_15,s0.841876196819891,s1.177416244570311,s78.489610001481793
018_16,s2.337121946951913,s1.240720628283865,s117.105032620364568
018_17,s0.300041973674726,s1.810523117952021,s20.781603694450773
019_0,s0.402596184466873,s0.365268286432173,s23.627872238390076
019_1,s1.256302569268631,s2.561611495018488,s154.761302015509159
019_2,s1.638829858236431,s2.448111618817038,s208.456485806659799
019_3,s0.769496431903840,s0.565466662660605,s238.871814617934859
019_4,s2.003940686103589,s1.424680932737735,s35.802635019280189
019_5,s2.069366232021644,s0.946330191042806,s67.905724047271278
019_6,s1.407142868850812,s1.448636956214975,s0.035293322065387
019_7,s2.514971689100295,s2.475858585009711,s67.151204403047203
019_8,s2.394101270446577,s0.878706578033450,s204.700509586115913
019_9,s2.407746309308017,s1.297327743133683,s336.370625212159041
019_10,s0.294838534656658,s2.459152437874624,s295.090929070984544
019_11,s0.810603465184230,s1.400313161927544,s327.676713381160312
019_12,s1.900659441310977,s0.490856078747092,s244.991040606942931
019_13,s0.402571057080188,s1.538372862838544,s23.629560801215650
019_14,s0.607384578479375,s1.941244798255545,s336.787054723169888
019_15,s1.067588398873913,s1.148939744083760,s238.870144077701582
019_16,s0.711251035789570,s0.870694952539111,s51.875537460912028
019_17,s1.635243132018191,s0.451506254623268,s58.871396153688224
019_18,s2.312875010828942,s1.861511334953036,s28.456485879343095
020_0,s0.953802592800301,s2.379135458648812,s107.183510157569671
020_1,s0.010186037509064,s2.374672913695383,s295.057095626585863
020_2,s0.597017692975506,s0.289788565517900,s246.370967605785182
020_3,s1.563911437106908,s1.039833922970998,s215.723494564779145
020_4,s2.282618324806898,s2.386803717696479,s68.961723613596760
020_5,s1.621680574803499,s0.316445777728079,s82.727491303779530
020_6,s0.718556819221866,s1.057363161343319,s27.230837642294237
020_7,s1.914946175565865,s2.109303253054641,s113.026753991107242
020_8,s1.421616582558661,s2.476959673901318,s151.265007256739011
020_9,s0.072486818469589,s0.182478477452417,s23.629373927858982
020_10,s0.857900431614162,s0.755981734646836,s263.180727946170293
020_11,s2.111997540742711,s1.148701988985340,s208.702903908720629
020_12,s0.507736110196788,s0.653473835814314,s70.887710090277196
020_13,s1.308983745962704,s1.143551460165509,s27.233915256836656
020_14,s0.081149479752072,s2.003229014115971,s199.795422536213664
020_15,s0.097814736859420,s1.096553394069795,s19.824585047414566
020_16,s0.655015745018927,s1.931642880023831,s207.230317593643008
020_17,s1.796667581187366,s1.513071948773483,s70.522170561166476
020_18,s2.175550016598448,s1.537406813111266,s336.370659035818619
020_19,s2.284358393613477,s0.343330023663186,s117.888135596647629
021_0,s1.777659844051974,s1.422525146506719,s285.145929650108940
021_1,s0.323987881336785,s2.506094319485674,s204.343393609555790
021_2,s1.168317717917178,s0.324381849406426,s246.678680465088348
021_3,s1.827134176100239,s2.062129787071566,s239.243804655602190
021_4,s0.325761420882184,s1.069632432516923,s156.370616712823050
021_5,s1.389874777526186,s1.889868477487433,s185.876156659012906
021_6,s0.781958148416807,s2.464994769989958,s293.630547716763431
021_7,s1.598963834389136,s1.089403328991882,s177.904449394881965
021_8,s0.326453421385266,s1.628959097777341,s23.671057713598536
021_9,s1.971129509502286,s0.389357387211648,s357.904387987818779
021_10,s2.603633503674210,s0.294500079160575,s113.629355536521643
021_11,s0.978708161041444,s2.093838274318462,s146.254520686422438
021_12,s0.608664783925514,s1.179009994023601,s315.852765494756795
021_13,s0.269911805876773,s0.294611247540544,s246.369452820097479
021_14,s2.496178421343537,s1.208972612602561,s336.363360021483857
021_15,s0.721326522460843,s0.741478619785139,s199.594314372817280
021_16,s2.471129236812980,s2.064253052596389,s334.391110041622653
021_17,s2.523939294311845,s0.672200032663633,s43.272729441741660
021_18,s1.983564536194043,s2.457695800881865,s293.938110981455225
021_19,s1.137551669079151,s0.856237777080633,s358.228411870668310
021_20,s1.708123302428105,s2.493850198215917,s123.513289529503993
022_0,s0.515694212224184,s0.480903572190282,s339.871321990217780
022_1,s1.537907382798565,s0.582808406518446,s312.471231062717720
022_2,s0.264456888774748,s1.913364822546712,s23.625866511279938
022_3,s2.258952993916899,s0.700962614725139,s157.579572004809819
022_4,s0.255596149364117,s1.374865416061903,s316.445488185035117
022_5,s1.075088092359058,s0.268605395095167,s18.439371935449319
022_6,s1.731967037715592,s0.203411203578700,s113.629385418366226
022_7,s2.459358143715207,s2.063779163244057,s332.262670518211792
022_8,s0.782526228276521,s2.208805306045278,s244.694810402181758
022_9,s2.618400918309491,s0.203411083621753,s113.629377431577936
022_10,s0.155891142859772,s0.203411287011119,s246.370680429165759
022_11,s0.263385861455493,s1.072739075304679,s156.424844845224186
022_12,s1.401139892036900,s1.444013893788985,s304.679663577592692
022_13,s2.047019367144296,s1.389288023069701,s124.679664187382016
022_14,s2.508150526710573,s0.814501171666456,s337.579496945437711
022_15,s2.497915955627965,s1.741093497120013,s162.487491389593629
022_16,s1.138888792217855,s1.248322496658061,s188.190879139079357
022_17,s1.622911576168808,s2.134603733519500,s249.465331986650028
022_18,s1.523916126132982,s2.451195404410891,s66.370522965667348
022_19,s1.064086304808670,s1.717321339387914,s137.308414387035441
022_20,s1.971673040808897,s2.451195394460439,s293.628859777170419
022_21,s0.665833284858741,s2.429899949135220,s64.694812336324148
023_0,s0.211823687673944,s0.904410443789473,s283.515244259204565
023_1,s1.200983529820150,s0.900610772055598,s104.285595614887995
023_2,s2.179219938967809,s2.603391892214394,s293.629376237933911
023_3,s1.868113796719140,s1.610933123290465,s276.561789090289494
023_4,s1.471745125204500,s1.246439967927727,s42.343264862189365
023_5,s2.591490770073034,s1.274411057375198,s336.370622272510445
023_6,s2.100893280631640,s0.229875272156608,s38.554296219985702
023_7,s1.945133409324066,s2.222474864132442,s232.046252148563326
023_8,s1.502601860423637,s0.215249636935364,s2.875897265340541
023_9,s0.918882594318434,s1.424939063229371,s103.515242651050755
023_10,s2.467159358233756,s0.764122292108527,s30.824206855042295
023_11,s1.630210873181668,s1.837089138159573,s85.778446061533771
023_12,s1.868372050160058,s2.471683987605862,s55.566180747825342
023_13,s0.212912605654055,s0.330065361266392,s294.561806630237470
023_14,s0.731118711535735,s2.599665999875270,s66.079011039586248
023_15,s0.457584259226590,s1.817948491519689,s145.097112101236519
023_16,s1.770077370086580,s1.178803984712891,s210.824356117949947
023_17,s2.591490146218943,s0.225028565583880,s336.370683776414580
023_18,s0.320490069090685,s2.119114828299385,s23.629262990710913
023_19,s0.688628326644838,s2.124143182748353,s272.177836893745962
023_20,s1.010514975953743,s2.635328069859079,s235.579400630717828
023_21,s1.086014838415508,s0.344271932243660,s114.561223621010129
023_22,s2.582513197849936,s2.129449371054514,s339.154736324141652
024_0,s0.326866163506844,s0.773837126408625,s159.725619274168707
024_1,s2.254245656934499,s2.130483058817701,s83.085651908940477
024_2,s1.100110877286468,s2.496139181824988,s304.822347547916422
024_3,s0.457283877611883,s1.079451956079409,s34.989058271763746
024_4,s0.757857924553568,s0.729025302875281,s350.131104361612074
024_5,s1.176381226926841,s1.969162119812981,s269.778498193297310
024_6,s1.189233315297924,s0.193710807300337,s357.885493316039287
024_7,s1.286529442970117,s1.081604398934114,s31.359277446968584
024_8,s2.589561034268991,s2.122841403430888,s335.572686181395966
024_9,s1.779908406941578,s1.030517434887687,s152.241081507127547
024_10,s2.641763578404980,s1.875038955974925,s155.573102239526548
024_11,s1.516176218899308,s1.466077919898986,s293.378791638012387
024_12,s1.951724632070284,s2.657827617607226,s124.822347084904195
024_13,s0.285288000025193,s1.935560262026738,s214.989467480289363
024_14,s2.029955988292223,s1.141328864995847,s335.622775927338353
024_15,s0.804144647281356,s2.242685875691217,s173.888778035032118
024_16,s2.230512493897645,s2.625533446428875,s294.160306764040172
024_17,s0.791935331840161,s2.625812456144373,s69.182992440713804
024_18,s2.639778863365991,s0.997374854844285,s336.370494423413675
024_19,s2.422162202559049,s0.874267873051398,s156.362773194752833
024_20,s0.319203234905756,s2.220039498942290,s23.629396446153450
024_21,s0.751672202480131,s0.311733749979017,s113.629360771949038
024_22,s2.748378994671892,s0.362542089533214,s117.666049580990730
024_23,s1.769476174493311,s0.202993057759129,s332.241162431033274
025_0,s1.580021081287128,s1.467083480282621,s330.698592943547510
025_1,s2.736975205878883,s0.351755312445853,s113.629377164956722
025_2,s1.366877403115224,s1.918700244068187,s68.121447644290271
025_3,s0.392505018473808,s1.205119701438404,s21.164400392900760
025_4,s1.672618095430500,s1.170328888587408,s166.938042930797650
025_5,s0.733086795361552,s1.704532451589472,s58.611391488167911
025_6,s0.378162218786036,s0.244700574685005,s20.040482175028327
025_7,s1.970385349346357,s2.768400265322494,s220.906662416161112
025_8,s0.839988956595239,s0.386146025553851,s243.654777012244409
025_9,s1.251304212314342,s2.519547326939152,s111.565235361345259
025_10,s0.370011294807901,s2.263440245712400,s23.628361241029157
025_11,s1.554459999664475,s2.329815123096223,s262.461508074234928
025_12,s1.128532054798248,s0.922352914615574,s202.653425075907734
025_13,s2.749201776918785,s0.678832173643979,s2.411099339631798
025_14,s2.887153278264114,s2.761537722998155,s66.370624788674732
025_15,s1.780620669879163,s0.241637240090577,s349.384051527638405
025_16,s0.776466828349955,s2.745378616659754,s65.352494489373356
025_17,s0.773695428688109,s0.719640087442235,s64.880822571303582
025_18,s2.490755409482126,s1.444689709759240,s111.354455320607372
025_19,s2.772223015170558,s1.805590585736461,s204.222266478416827
025_20,s1.184483413681688,s1.443217710192811,s123.061295117455359
025_21,s2.267662180159654,s0.969878762459753,s169.387055060595344
025_22,s2.802285742075204,s2.086511866466795,s35.613347800326103
025_23,s1.637449056846011,s2.761521850925945,s66.369631032437624
025_24,s2.274357314190958,s2.002727219519807,s150.727421350806424
026_0,s1.157043768694286,s1.896621061791347,s35.604118060626362
026_1,s1.581372640819963,s1.704300216812488,s320.898312477723323
026_2,s1.999020124830172,s0.298080188136470,s76.004746039790874
026_3,s1.488478308009990,s1.350712548499541,s212.950242781753559
026_4,s2.362288591650658,s-0.023752863042913,s113.680512545036649
026_5,s0.399390570743494,s2.524896471068593,s212.532012655583060
026_6,s0.962691095257094,s1.073060046179940,s332.083041423790064
026_7,s-0.051737810375436,s-0.131775860594097,s23.653417112197886
026_8,s-0.040398046662179,s2.566219607702819,s161.702468945330708
026_9,s0.109632169164040,s1.977048468054725,s257.742148169408779
026_10,s0.766901522253894,s0.535753215715963,s215.993048860582462
026_11,s2.114162017998285,s0.807652627689481,s310.716846806246110
026_12,s2.431358495313684,s0.311388574019086,s336.370403488483191
026_13,s2.412300663008665,s2.567478560861605,s166.076422650934916
026_14,s0.459444247753781,s1.408270447773369,s290.559069930408555
026_15,s1.242861721895077,s0.792400937866330,s256.002138220231927
026_16,s1.896857867755773,s2.554396069948261,s140.898240406217951
026_17,s0.443594381479263,s0.231910973505138,s67.764386545261871
026_18,s1.556425482700491,s-0.119761723436699,s38.378912120094775
026_19,s2.068012757356453,s1.269138060911206,s4.030561738225949
026_20,s0.556780645157519,s-0.024409658827831,s246.370622756459710
026_21,s0.653462523681532,s0.995278630972711,s129.821425312103827
026_22,s2.431361468513625,s1.608009782696451,s336.370717341629359
026_23,s-0.051574285701731,s0.749653153558403,s23.666306724444482
026_24,s-0.033369202817227,s1.604921815451166,s203.666312500130857
026_25,s1.363170227868033,s2.457000267342814,s66.214302375230815
027_0,s1.715161860657092,s0.005999338092784,s245.204530005695432
027_1,s0.051715950036276,s0.751820815651223,s21.203139748722034
027_2,s1.018962187470343,s1.265346256047305,s64.389618453642655
027_3,s1.078995493111681,s0.903990690473054,s196.869696627237062
027_4,s0.834770758323946,s0.431491159625498,s160.680877511947330
027_5,s0.440447947076086,s2.441546421198043,s63.349710989813381
027_6,s0.661248722173218,s0.770380190203478,s21.155785173613989
027_7,s1.515181427609454,s1.995185545100042,s271.053190339766445
027_8,s1.350786665771770,s1.169093925493080,s321.244085436358034
027_9,s0.686590668966612,s2.485872960897054,s243.327122312881272
027_10,s0.065497440935474,s-0.108279693279216,s21.758387601129797
027_11,s1.311399143054422,s1.784564776268340,s97.698738107119169
027_12,s2.077487041927134,s0.317732765376149,s290.046211290242809
027_13,s0.082310712010555,s1.935062340441112,s26.495422306492966
027_14,s2.118928124019050,s1.625026866458492,s141.244176622495814
027_15,s1.839759182022772,s2.500128942274327,s238.841741009492011
027_16,s0.414719683053723,s1.949420329708072,s277.699687805112148
027_17,s1.297247606237854,s-0.008850237104203,s113.629352097958218
027_18,s1.908970794676754,s0.711476158254062,s329.113044258792286
027_19,s1.557050798263977,s2.441278957371934,s63.327159484369218
027_20,s2.506894077198242,s1.885538511954802,s174.542408072808882
027_21,s0.264656908092515,s0.617604622693470,s200.656713433305583
027_22,s2.534655192817400,s0.818994164700212,s336.370619764607852
027_23,s2.534030361104371,s2.585152659894169,s203.671878664168560
027_24,s1.655723625519782,s0.335614489538856,s16.869437435605178
027_25,s2.534655213524377,s-0.115803696703755,s336.370627642976444
027_26,s0.045089870806000,s1.654330942813844,s204.024388147108539
028_0,s0.692703932771894,s0.099462305781991,s113.566988995834492
028_1,s0.937337912240547,s1.192775358037706,s43.815127564647192
028_2,s0.144707301846496,s0.875676938412238,s23.628824307035465
028_3,s1.198334694739498,s1.597619576518506,s26.495030122491560
028_4,s0.498788677374421,s2.551727574282099,s57.503418378036379
028_5,s1.496950156463809,s2.136308819031793,s22.994921794189864
028_6,s1.830739737237530,s2.645403424065826,s65.155657493561449
028_7,s2.372895946582146,s1.214441519084389,s23.015182904951349
028_8,s2.487446130515178,s0.388104985241696,s22.392587297856984
028_9,s2.705625393826176,s-0.008044960653071,s336.537523071831458
028_10,s2.702413698661624,s0.868203827016363,s338.010521330241147
028_11,s2.706298284344697,s2.220883529732602,s336.370943774578961
028_12,s1.211012473657682,s0.318224925509747,s76.239422779691722
028_13,s0.473287522393457,s0.821823050978915,s256.239131746708949
028_14,s0.202987093109769,s0.483502183779453,s151.768529661507415
028_15,s0.168482083618883,s2.043496123589343,s25.493495260201566
028_16,s1.930284744935940,s2.339915349433503,s218.354207012837236
028_17,s0.858210559532988,s2.758711989408100,s204.245647211383925
028_18,s0.129211183319366,s1.780076281984991,s209.344105682388061
028_19,s0.551528093489712,s2.227601678577338,s206.502233774918977
028_20,s2.248148127534126,s2.652867323704442,s290.111448438928562
028_21,s2.741693102442557,s1.650523138834071,s35.441900417425785
028_22,s1.614638754717153,s0.099277877902530,s113.629373453370860
028_23,s1.472702530373030,s0.506458377440437,s288.438424737624530
028_24,s1.291795185578174,s0.866258132345855,s345.010793293566962
028_25,s1.837202220129082,s0.945588190019514,s349.032960536585449
028_26,s1.713288556375293,s1.897887705333169,s173.118367449533480
028_27,s1.915260571186401,s0.237862963654340,s235.516401857200407
029_0,s0.120482146511291,s1.548039393386841,s336.184960941439954
029_1,s2.209608350533832,s0.308179127065335,s159.315123221719176
029_2,s2.526223663042373,s0.667874156624734,s203.629378436179394
029_3,s1.235662559671058,s0.488108830836780,s131.761405844204887
029_4,s-0.043401595805834,s0.292671710963892,s156.822286529258093
029_5,s-0.098538195268366,s1.425136568271950,s156.406778924120715
029_6,s2.108825182197639,s1.565187689780962,s292.720816283131967
029_7,s1.987470127943132,s2.413350722622391,s288.878229821332297
029_8,s1.588513408433743,s1.526126871145532,s231.205371930025677
029_9,s-0.097496198010575,s0.547564803308979,s336.836736711748358
029_10,s0.890519240662657,s0.972528335202369,s160.980441574363425
029_11,s0.491060681285754,s1.327287567619694,s159.456715612541416
029_12,s0.850753166747941,s-0.198284067052668,s246.258975138198167
029_13,s1.896954599315815,s1.851520808514044,s25.456971561334164
029_14,s0.740721575041416,s2.533807921520325,s168.591368152615985
029_15,s1.284817533450296,s1.638749942007150,s22.918447553003332
029_16,s2.520840590450668,s1.093496837729664,s338.675725801979013
029_17,s1.274176068527768,s2.531257345586061,s205.418929495973998
029_18,s-0.094750325627038,s1.945661104604365,s21.996105148647214
029_19,s2.632507443463663,s-0.156261448621971,s117.151234199870615
029_20,s2.212745652514365,s0.756216536609306,s58.931306431012608
029_21,s1.588295643550895,s0.206627736761774,s204.479467221206193
029_22,s0.331493434450482,s-0.200683953906497,s113.618287792742834
029_23,s2.469103633948347,s2.038918687406157,s331.904416251323539
029_24,s0.364820987938284,s0.177176432639470,s345.779864003297575
029_25,s0.703861675346631,s1.467954312512678,s341.034578708453466
029_26,s1.143498110733097,s1.355553758496184,s199.160630214776518
029_27,s1.667423104191002,s0.473104889411355,s14.839227139010031
029_28,s0.312899763898999,s2.421663593102541,s66.189478166212893
030_0,s1.185904219724872,s1.397357328218104,s163.261886758468705
030_1,s1.445522558918627,s1.784146371698333,s199.500534973105403
030_2,s2.359057125759959,s2.804880495116444,s290.414064605697888
030_3,s1.637337125588540,s2.919414991643854,s200.738419059648407
030_4,s2.845760367748291,s1.044069520589551,s203.629375878369274
030_5,s1.540913475378032,s0.919564216649966,s131.006910983976780
030_6,s0.195062922601919,s1.818446433708232,s156.361056549191716
030_7,s1.011048733263606,s1.878564282161835,s339.818450774401242
030_8,s1.587489700068172,s2.053430008078179,s20.736708508800238
030_9,s0.621443481972122,s0.164062529563243,s113.489149904740245
030_10,s0.793739004808450,s1.742645447099121,s157.777216846648713
030_11,s2.224118478294317,s2.242322319950829,s20.738269277703619
030_12,s1.509453158657363,s0.161558539383282,s246.373894010961862
030_13,s1.890662776528439,s0.647589633489301,s201.582669218185174
